,adult,backdrop_path,genre_ids,id,origin_country,original_language,original_name,overview,popularity,poster_path,first_air_date,name,vote_average,vote_count
869,False,/sNqwjwT5kAogsREpOaso65QYItF.jpg,"[18, 80, 9648]",34415,['US'],en,The Killing,"The Killing is an American crime drama television series based upon the Danish television series Forbrydelsen. Set in Seattle, Washington, the series follows the various murder investigations by homicide detectives Sarah Linden and Stephen Holder.",105.167,/mOzYV3QH5Nwm8CwkVIUmb0Ae0IO.jpg,2011-04-03,The Killing,7.861,695
870,False,/onhUDpXttMpw5Mak4nkjXdUAKlA.jpg,"[35, 10751, 10762]",15079,['US'],en,The Suite Life on Deck,"Zack and Cody Martin are aboard the SS Tipton, a luxury passenger cruise liner owned by London's father. The ship cruises the world with tourists and students who attend classes at Seven Seas High, the one high school that London's dad thinks will make his daughter a better student. While out at sea, Zack and Cody still have their compass pointed towards mischief, and London learns to live a ""fabu-less"" lifestyle, including sharing a small room with Bailey, a country girl from Kansas.",124.475,/oSXF3foACcGt7NFPjgO6ZeSI37E.jpg,2008-09-26,The Suite Life on Deck,7.861,461
871,False,/mL5qHLgVWqeoH5bbj6Q1gdyldhM.jpg,"[80, 18, 9648]",1450,['US'],en,The Closer,"Deputy Police Chief Brenda Leigh Johnson transfers from Atlanta to LA to head up a special unit of the LAPD that handles sensitive, high-profile murder cases. Johnson's quirky personality and hard-nosed approach often rubs her colleagues the wrong way, but her reputation as one of the world's best interrogator eventually wins over even her toughest critics.",350.801,/sVE1SSDlXNCBh3sPYkIUTKfxOAk.jpg,2005-06-13,The Closer,7.861,277
872,False,/hIZFG7MK4leU4axRFKJWqrjhmxZ.jpg,"[10765, 18]",95403,['US'],en,The Peripheral,"Stuck in a small Appalachian town, a young woman’s only escape from the daily grind is playing advanced video games. She is such a good player that a company sends her a new video game system to test…but it has a surprise in store. It unlocks all of her dreams of finding a purpose, romance, and glamour in what seems like a game…but it also puts her and her family in real danger.",135.359,/2e5NNQu9B1fXBNllRj8fzysCguP.jpg,2022-10-20,The Peripheral,7.859,944
873,False,/iQlel1ftOsnWguxyN98eUmKTOPm.jpg,"[80, 10766, 18]",128252,"['CO', 'US']",es,El cartel de los sapos: El origen,"In Cali during the '60s and '70s, two brothers juggle family, romance and the joint pursuit of a burning ambition: to rule Colombia's drug industry.",50.476,/sjkzeJJOdr59VdkB4BjlSVfJmq2.jpg,2021-07-28,The Snitch Cartel: Origins,7.9,300
874,False,/xy92C7oWrvd31rHcwM0MhqI5s1x.jpg,"[35, 18]",73481,['CO'],es,Ecomoda,,15.986,/eQgvi0yufzRV8A3i4lVheMxU2RN.jpg,2001-08-24,Ecomoda,7.857,1038
875,False,/7wm4CH6LbsFul4wWmmfXGcStVsk.jpg,[18],45871,['ES'],es,Vis a Vis: El Oasis,"After a few years dedicating themselves to robbing jewelers, banks and casinos, it is time for Macarena and Zulema to separate.",36.463,/7EOWkNGxXq2MBZxfV3ZxjRM4vlH.jpg,2020-04-20,Locked Up: The Oasis,7.857,1973
876,False,/A2qdFRq9oJDC5E7fbgSS4POUMDF.jpg,"[80, 18, 9648]",1426,['GB'],en,Luther,"A dark psychological crime drama starring Idris Elba as Luther, a man struggling with his own terrible demons, who might be as dangerous as the depraved murderers he hunts.",105.202,/hDxOMX8zzH1FiqKWVBzNaYGBkle.jpg,2010-05-04,Luther,7.856,959
877,False,/2IjkAmxhg4p29rcrp7xSrfKGzyo.jpg,"[35, 10751, 10765, 10762]",605,['US'],en,"Sabrina, the Teenage Witch","On her sixteenth birthday, Sabrina Spellman discovers she has magical powers. She lives with her 600-year-old aunts Hilda and Zelda as well as talking cat Salem in the fictional town of Westbridge, Massachusetts.",343.295,/nNhj3coHNVVJPVM7fm5PEYVTCMO.jpg,1996-09-27,"Sabrina, the Teenage Witch",7.855,1018
878,False,/jL2cwqjeTCQN7jZQLwl081kejyM.jpg,[18],70215,['US'],en,The White Princess,"The story of Elizabeth of York, the White Queen's daughter, and her marriage to the Lancaster victor, Henry VII. Based on the Philippa Gregory book of the same name.",46.425,/8urYFWrEd8ue94Fm4JpHccQg3M7.jpg,2017-04-16,The White Princess,7.9,247
879,False,/aCLTXSF8MvRzmJkjJYGnFe8pAHf.jpg,"[16, 18, 9648]",114892,['JP'],ja,プラチナエンド,"As his classmates celebrate their middle school graduation, troubled Mirai is mired in darkness. But his battle is just beginning when he receives some salvation from above in the form of an angel. Now Mirai is pitted against 12 other chosen humans in a battle in which the winner becomes the next god of the world. Mirai has an angel in his corner, but he may need to become a devil to survive.",66.279,/hxL3ZYeS1GYORKGHG9FI0l6QXQF.jpg,2021-10-08,Platinum End,7.853,221
880,False,/lpLZuBJuGDGSzLDVvIDKkdOpLuD.jpg,"[10759, 16, 10765]",60833,['JP'],ja,魔法科高校の劣等生,In a world where magic is not a fairy tale but has existed for one hundred years siblings Tatsuya and Miyuki Shiba prepare to begin their studies at the elite Private Magic University Affiliated High School (Magic High School for short). Entering on different levels of the academic spectrum the two turn the once peaceful campus into a chaotic one.,119.048,/4mJpMjdghHo4LfvmP1q1mubkEvl.jpg,2014-04-06,The Irregular at Magic High School,7.853,245
881,False,/x4lxFIhhrDI4nWtV8osnYwbGESV.jpg,[35],1421,['US'],en,Modern Family,"The Pritchett-Dunphy-Tucker clan is a wonderfully large and blended family. They give us an honest and often hilarious look into the sometimes warm, sometimes twisted, embrace of the modern family.",919.352,/gLAcu4VPCAb90oJvJ4nUJc5ZBQi.jpg,2009-09-23,Modern Family,7.853,2519
882,False,/azYkdfJEkhn94jozR87t46LeCst.jpg,"[16, 10759, 9648]",652,['US'],en,"What's New, Scooby-Doo?","Scooby-Doo and the Mystery, Inc. gang are launched into the 21st century, with new mysteries to solve.",220.75,/7sX80eWq4XHvFGUmCg803iifUcG.jpg,2002-09-14,"What's New, Scooby-Doo?",7.853,595
883,False,/exZrSuXA05mhklSSoZ65wT6xeNZ.jpg,"[10764, 10767]",66084,['MX'],es,Acapulco Shore,A reality-based look at the vapid lives of several Mexican 20-somethings and their respective friends and/or hook-ups during their stay in Acapulco for a Summer vacation.,253.964,/vM4cQleo6hdKtMaFtSeZZrPnUpS.jpg,2014-09-27,Acapulco Shore,7.849,976
884,False,/sh7GRlX4d7j3XSTeyGZnlKqkHGk.jpg,"[35, 18, 9648, 80]",1447,['US'],en,Psych,"Thanks to his police officer father's efforts, Shawn Spencer spent his childhood developing a keen eye for detail (and a lasting dislike of his dad). Years later, Shawn's frequent tips to the police lead to him being falsely accused of a crime he solved.

Now, Shawn has no choice but to use his abilities to perpetuate his cover story: psychic crime-solving powers, all the while dragging his best friend, his dad, and the police along for the ride.",507.294,/fDI15gTVbtW5Sbv5QenqecRxWKJ.jpg,2006-07-07,Psych,7.85,708
885,False,/f307veKEFZqvFRkMkffDEXf280w.jpg,"[16, 35, 10751]",606,"['CA', 'US']",en,"Ed, Edd n Eddy","Three adolescent boys, Ed, Edd ""Double D"", and Eddy, collectively known as ""the Eds"", constantly invent schemes to make money from their peers to purchase their favorite confectionery, jawbreakers. Their plans usually fail though, leaving them in various predicaments.",157.764,/8BguP5zLyf3AzlTgRRhpXdz9bnS.jpg,1999-01-04,"Ed, Edd n Eddy",7.849,688
886,False,/3Yte3y3wVTSDvVmcYUv2Fl6KlBk.jpg,"[16, 10762, 35]",2416,['GB'],en,Count Duckula,"Count Duckula is a vegetarian vampire duck, coming into the world as an accident. Unlike his family and ancestors, he has no bloodlust, as when he was reincarnated, blood was omitted and replaced with ketchup.",51.561,/xzT2j7tofLu9PHtAGjm7r9XmLl0.jpg,1988-09-06,Count Duckula,7.848,227
887,False,/n04w4FxcGE6Sfe0M7zzWohKM3by.jpg,"[80, 35, 9648]",90462,['US'],en,Chucky,"After a vintage Chucky doll turns up at a suburban yard sale, an idyllic American town is thrown into chaos as a series of horrifying murders begin to expose the town’s hypocrisies and secrets. Meanwhile, the arrival of enemies — and allies — from Chucky’s past threatens to expose the truth behind the killings, as well as the demon doll’s untold origins.",234.819,/7KbhQpg6OV2o58SoulRbEtK9HYT.jpg,2021-10-12,Chucky,7.847,3905
888,False,/34ONpXo3HAqDjP9cGXgG0HeHyHF.jpg,"[35, 18]",42350,['MX'],es,Por ella soy Eva,"Por Ella Soy Eva is a Mexican soap opera produced by Rosy Ocampo for Televisa based on the Colombian soap opera En los tacones de Eva. Jaime Camil and Lucero starred as main protagonists, while Mariana Seoane and Marcelo Córdoba starred as the main antagonists.

""The Best Telenovela of the Year 2013.""",163.302,/vERzXYHkNxQaHhenEgeO77D1Bmw.jpg,2012-02-20,Por ella soy Eva,7.847,255
889,False,/tT6OSlLvHGM75z2Cvl51WEQ8txU.jpg,"[16, 10762, 10759, 10765]",4269,['US'],en,The Transformers,The Transformers is the first animated television series in the Transformers franchise. The series depicts a war among giant robots that can transform into vehicles and other objects.,289.153,/evcHcl8Q3hCRqEIiUHevrHj3B5p.jpg,1984-10-06,The Transformers,7.847,338
890,False,/9GWU1AyNqUYIUl1tU7CvXEHUVs9.jpg,[35],2996,['GB'],en,The Office,Nightmare boss. Tedious colleagues. Pointless tasks. Welcome to Wernham Hogg. Fancy a tea break with David Brent? Classic comedy from the archive.,85.173,/23Y3M7bYYhOCIHfbMWGX57hK2zl.jpg,2001-07-09,The Office,7.85,746
891,False,/edhROlXRob3TopjWJ5898GSvQpI.jpg,"[99, 10764, 35]",1428,['US'],en,MythBusters,"MythBusters is a science entertainment television program created and produced by Australia's Beyond Television Productions for the Discovery Channel. The show's hosts, special effects experts Adam Savage and Jamie Hyneman, use elements of the scientific method to test the validity of rumors, myths, movie scenes, adages, Internet videos, and news stories.",357.455,/9MxhqYvwx8FSb5cRWUWEDfpWSfo.jpg,2003-01-23,MythBusters,7.847,511
892,False,/32iacqVElB91YZKl9Ky3QEEkXtH.jpg,"[10765, 18, 9648, 10759]",54671,"['US', 'ES']",en,Penny Dreadful,"Some of literature's most terrifying characters, including Dr. Frankenstein, Dorian Gray, and iconic figures from the novel Dracula are lurking in the darkest corners of Victorian London. Penny Dreadful is a frightening psychological thriller that weaves together these classic horror origin stories into a new adult drama.",77.673,/hQSdrXBYTbLGHYDIseHkBOPXTgL.jpg,2014-05-11,Penny Dreadful,7.841,1238
893,False,/5MWFjQ3NuNtNeOE9FdrVLeNMNPs.jpg,"[16, 35, 10751, 10765]",1877,['US'],en,Phineas and Ferb,"Each day, two kindhearted suburban stepbrothers on summer vacation embark on some grand new project, which annoys their controlling sister, Candace, who tries to bust them. Meanwhile, their pet platypus plots against evil Dr. Doofenshmirtz.",823.772,/oSLwJMOOQGAsyJNMi4Y3MO44iAJ.jpg,2007-08-17,Phineas and Ferb,7.841,760
894,False,/cvaXVVVHi7TNv2HPJwQLTsoilbb.jpg,"[18, 10749, 36, 10766]",63109,['BR'],pt,Os Dez Mandamentos,"The story begins in the city of Pi-Ramesses, in Egypt, at approximately 1300 B.C, when the powerful pharaoh Seti, orders the death of every male newborn in his hatred of the Hebrew people. Amidst the horrors of mass infanticide, one brave Hebrew family defies Pharaoh`s command and hides their child in a basket set afloat on the river Nile, trusting that God would carry him to safety.",26.848,/dCBkWwytRx7WnuFhQ9wNpjiaWgh.jpg,2015-03-23,Moses and the Ten Commandments,7.84,957
895,False,/6wkkEXh3HI7pmlWWDFpyocS6zoN.jpg,"[18, 80]",79588,['US'],en,Pennyworth: The Origin of Batman's Butler,"The origin story of Bruce Wayne's legendary butler, Alfred Pennyworth, a former British SAS soldier who forms a security company in 1960s London and goes to work with young billionaire Thomas Wayne and his wife Martha, before they become Bruce Wayne’s parents.",99.594,/mEHMfWe7pCWMelEkdrtRvVULopT.jpg,2019-07-28,Pennyworth: The Origin of Batman's Butler,7.8,313
896,False,/oUisxaYRPuIehH6hkUIMcZNIuTA.jpg,"[10765, 18]",93740,['US'],en,Foundation,Follow a band of exiles on their monumental journey to save humanity and rebuild civilization amid the fall of the Galactic Empire.,179.95,/1AZERr7KEJBpcchQ6vFcbUUC0Zw.jpg,2021-09-23,Foundation,7.838,1096
897,False,/bfmUoQdBHeemb62Nxadl2BTlEPu.jpg,"[10766, 35, 18]",79251,['MX'],es,Hijas de la luna... y la familia cambió,,95.882,/aDdAtBuiiL8S51qNezEcURcPooI.jpg,2018-02-19,Hijas de la luna... y la familia cambió,7.8,229
898,False,/bMwb6jZYemWvH8Td1qP0QYzwRZe.jpg,"[9648, 80, 18]",79863,['US'],en,Pretty Little Liars: The Perfectionists,"In Beacon Heights, a seemingly perfect town, a group of three college friends struggle with the stress of being overachievers. In the aftermath of the town’s first murder, each Perfectionist hides behind a secret, a lie and an alibi.",36.658,/xIpqBtVpu9bUq05dT3VTRYPjBP7.jpg,2019-03-20,Pretty Little Liars: The Perfectionists,7.838,462
899,False,/m8xpVIsZlCVndlDxLrM8AUIg5GG.jpg,"[16, 9648, 35, 10762, 10751]",926,['US'],en,"Scooby-Doo, Where Are You!","Fred, Daphne, Velma, Shaggy, and the talking dog, Scooby-Doo, travel on the Mystery Machine van, in search of weird mysteries to solve.",119.821,/lTzUSCtXR77CmGmEHcaxpxu2b4h.jpg,1969-09-13,"Scooby-Doo, Where Are You!",7.836,671
900,False,/4ddVKraim12mCmcW2vljowoFmU7.jpg,"[16, 18, 9648]",61421,['JP'],ja,残響のテロル,"In an alternate version of the present, Tokyo has been decimated by a shocking terrorist attack, and the only hint to the identity of the culprit is a bizarre video uploaded to the internet. The police, baffled by this cryptic clue, are powerless to stop the paranoia spreading across the population. While the world searches for a criminal mastermind to blame for this tragedy, two mysterious children - children who shouldn't even exist - masterfully carry out their heinous plan. Cursed to walk through this world with the names Nine and Twelve, the two combine to form ""Sphinx,"" a clandestine entity determine to wake the people from their slumber - and pull the trigger on this world.",59.396,/smR33J9YTF8RtDbiLeiJIpUbviF.jpg,2014-07-11,Terror in Resonance,7.837,352
901,False,/juDksh1UeSodTjavLxiC4JJgn3F.jpg,"[10759, 9648, 18, 99]",42035,['ES'],es,El barco,"A global cataclysm, caused by a fatal accident in Geneva (Switzerland) during the implementation of the particle accelerator will lead to the crew and students of the school-ship Polar Star to live the greatest adventure of their lives. Isolated and aware that we only have each other, the ship will become their only home.",90.119,/tfifgKMWPCtEebp7wH9vBKkDpcx.jpg,2011-01-17,The Boat,7.834,1576
902,False,/lq1ULYphBfO5Bt2OHsO0nDZl9mq.jpg,"[16, 35]",32726,['US'],en,Bob's Burgers,"Bob's Burgers follows a third-generation restaurateur, Bob, as he runs Bob's Burgers with the help of his wife and their three kids. Bob and his quirky family have big ideas about burgers, but fall short on service and sophistication. Despite the greasy counters, lousy location and a dearth of customers, Bob and his family are determined to make Bob's Burgers ""grand re-re-re-opening"" a success.",640.692,/couFnWryh9JRmmfDyPU6hUyTKIa.jpg,2011-01-09,Bob's Burgers,7.832,864
903,False,/mWGLIaVFXyalsSbstiwletjKFUC.jpg,"[18, 80]",31586,['US'],es,La Reina del Sur,"After years of blood, sweat and tears, a woman of humble origin ends up becoming a drug trafficking legend, with all that that means...",142.423,/p11t8ckTC6EiuVw5FGFKdc2Z7GH.jpg,2011-02-28,La Reina del Sur,7.834,1834
904,False,/pJafiDj4nfwyNOz5thj0yFMtkpg.jpg,"[10751, 16, 10765, 35]",1720,['US'],en,Foster's Home for Imaginary Friends,"Children who create imaginary friends usually take care of them until they are 7-8 years old. Imaginary friends, left on their own after this event, continue to live in this home founded by old Madam Foster.",115.501,/aerZJVODYwji4BnyWrHFmF3JxhX.jpg,2004-08-13,Foster's Home for Imaginary Friends,7.834,441
905,False,/lcTuggU70y6pt6x13Rv1Ffjs93K.jpg,"[10759, 80, 18, 9648]",112836,['KR'],ko,종이의 집: 공동경제구역,"Disguised under the shadows of a mask, a crew of desperados band together under the leadership of a criminal mastermind known only as “The Professor” to pull off the biggest heist Korea has ever seen.",69.519,/mbsRGqJtdKcVbjQxkrfzKCAkYoU.jpg,2022-06-24,Money Heist: Korea - Joint Economic Area,7.833,627
906,False,/2meX1nMdScFOoV4370rqHWKmXhY.jpg,"[10759, 9648, 18]",93405,['KR'],ko,오징어 게임,"Hundreds of cash-strapped players accept a strange invitation to compete in children's games. Inside, a tempting prize awaits — with deadly high stakes.",133.389,/dDlEmu3EZ0Pgg93K2SVNLCjCSvE.jpg,2021-09-17,Squid Game,7.832,13468
907,False,/A0oBPYwFP2p4tTM2goSK2RnJ41O.jpg,[18],89852,['US'],en,Trinkets,A grieving teen finds an unexpected connection with two classmates at her new high school after they all land in the same Shoplifters Anonymous group.,29.872,/1KD2zNV04SI6pvfbPnBOr6eFlam.jpg,2019-06-14,Trinkets,7.831,248
908,False,/7Dr3u3kOCh3DyptYSxSy4O2WUkg.jpg,"[16, 10759, 10765]",78204,['JP'],ja,ソードアート・オンライン オルタナティブ ガンゲイル・オンライン,"A shy university student in Tokyo, Karen Kohiruimaki stands in stark contrast to her in-game avatar—in fact, she happens to stand above everyone else too, much to her dismay. Towering above all the people around her, Karen's insecurities over her height reach the point where she turns to the virtual world for an escape. Starting game after game in hopes of manifesting as a cute, short character, she finally obtains her ideal self in the world of Gun Gale Online. Overjoyed by her new persona, she pours her time into the game as LLENN, garnering her reputation as the legendary player killer. However, when one of LLENN's targets gets the best of her, she ends up meeting Pitohui, a skilled yet eccentric woman. Pitohui insists that LLENN participates in Squad Jam, a battle royale. Thrust into the heated competition, LLENN must fight with all her wit and will if she hopes to shoot her way to the top.",64.731,/mkFSXuWzPemM1Ok0sBHl0SAsFbX.jpg,2018-04-08,Sword Art Online Alternative: Gun Gale Online,7.8,234
909,False,/1u4GWKCitJWWkBWU3FP4cBG6non.jpg,"[35, 80]",6024,['US'],en,Police Squad!,"In this cult parody of cop dramas, replete with farce and sight gags, Lieutenant Frank Drebin and his fellow officers from Police Squad bungle their way though crime investigations.",35.188,/bWpzkpnFCQ50NgObaP5it2MiagQ.jpg,1982-03-04,Police Squad!,7.83,323
910,False,/u7OpeS4eckBSR1wFxFTuyy3FjHE.jpg,"[35, 18]",154385,['US'],en,BEEF,A road rage incident between two strangers — a failing contractor and an unfulfilled entrepreneur — sparks a feud that brings out their darkest impulses.,77.769,/4b4v7RnPhNyPEaVGFarEuo74r8W.jpg,2023-04-06,BEEF,7.829,487
911,False,/ifGVUbvl36CnY9mp4kquK8In1Rh.jpg,"[10765, 10759, 16]",118956,['US'],en,DOTA: Dragon's Blood,"After encounters with a dragon and a princess on her own mission, a Dragon Knight becomes embroiled in events larger than he could have ever imagined.",81.58,/6Qwwam0TQEMQmFMagjtLmcQHJYs.jpg,2021-03-25,DOTA: Dragon's Blood,7.829,390
912,False,/tIQT7nePtl5paMiWhVcAdhfhNm1.jpg,"[9648, 18, 35]",1432,['US'],en,Veronica Mars,"In the fictional town of Neptune, California, student Veronica Mars progresses from high school to college while moonlighting as a private investigator under the tutelage of her detective father.",269.36,/61QRBFIIsIPGxbshGARaVb4Ybbh.jpg,2004-09-22,Veronica Mars,7.83,568
913,False,/z5yI0aIRyogoflSXdI17iwTqzjG.jpg,"[10765, 35, 10751]",1660,['US'],en,I Dream of Jeannie,"While on a mission, American astronaut Captain Tony Nelson is forced to make an emergency landing that will forever change his life. On a deserted South Pacific island, Captain Nelson happens upon a bottle containing a beautiful two-thousand-year-old female genie named Jeannie. Rescuing her from the bottle nets Tony the requisite three wishes, and then some, when Jeannie pledges total devotion to her new ""master"".",221.883,/ljlyB3C3uU8Hd1krfEsYn2BVyaj.jpg,1965-09-18,I Dream of Jeannie,7.829,724
914,False,/i0bVPXHdvLQzE1Ld8dDwbCj1kOW.jpg,"[99, 80]",64439,['US'],en,Making a Murderer,"Filmed over 10 years, this real-life thriller follows a DNA exoneree who, while exposing police corruption, becomes a suspect in a grisly new crime.",27.331,/sy2nV3rCcJQaRK5M0NWvvTU7CBx.jpg,2015-12-18,Making a Murderer,7.825,436
915,False,/wuUZxHcyQdx3EurPX0CjD8FgbHG.jpg,"[16, 10759, 10765]",75208,['JP'],ja,DEVILMAN crybaby,"Akira Fudo learns from his best friend Ryo Asuka that demons will revive and reclaim the world from humans. With humans hopeless against this threat, Ryo suggests combining with a demon. With this, Akira becomes Devilman, a being with the power of demon but with a human heart.",84.82,/2pQ9xfgDa3L3QpoXfkNhISby2R4.jpg,2018-01-05,Devilman Crybaby,7.824,541
916,False,/lU28XFV7ITJLnWAqRJpvK10deA6.jpg,"[10766, 18]",62917,['BR'],pt,Verdades Secretas,"A teenager who dreams with a career as a top model becomes part of a prostitution scheme and meets a powerful and obsessive businessman. As a last resort, he marries the girl's mother just to be near her. This series explores the limits of obsession, wealth and pleasure, using the fashion world as backdrop.",48.279,/rw1bnxgPhfzg9EvBlgbtjLkWBzy.jpg,2015-06-08,Hidden Truths,7.8,276
917,False,/vmLt0tC5KeLd4K5ASLG5s0Ho7op.jpg,"[16, 10751, 10759, 35]",132141,['MX'],en,Maya and the Three,A spirited princess with the heart of a warrior embarks on a mission to fulfill an ancient prophecy and save humanity from the wrath of vengeful gods.,64.101,/zUBixNeHU0cbSUH7JMktl9OMEMV.jpg,2021-10-22,Maya and the Three,7.822,289
918,False,/8Czs5ituRaAQu7BTRPbSkwF2pTr.jpg,[18],99581,['DE'],de,Unorthodox,A Hasidic Jewish woman in Brooklyn flees to Berlin from an arranged marriage and is taken in by a group of musicians -- until her past comes calling.,24.408,/23lbOgje3fggsB8jPf2HnUgHM0y.jpg,2020-03-26,Unorthodox,7.822,573
919,False,/6hAAq3GUWMwD0yJpvBBnpJpCs3d.jpg,"[16, 10759, 10765, 35]",38693,['US'],en,Ninjago: Masters of Spinjitzu,"When the fate of their world, Ninjago, is challenged by great threats, it's up to the ninja: Kai, Jay, Cole, Zane, Lloyd and Nya to save the world.",388.987,/fqb9X4th2p2voefRLqdv1xoZQmC.jpg,2012-01-11,Ninjago: Masters of Spinjitzu,7.8,678
920,False,/mSN30YGg1AOSmygeQ6XZHblotBY.jpg,"[10759, 10765, 18]",128113,['US'],en,The Winchesters,"Before Sam and Dean, there was John and Mary. Told from the perspective of narrator Dean Winchester, this is the epic, untold love story of how John met Mary, and how they put it all on the line to not only save their love, but the entire world.",40.827,/oyleYabGfn6c50bIo4M3c7ogrfL.jpg,2022-10-11,The Winchesters,7.82,231
921,False,/mKSx9ihTXCsJSzwxEAYjA7vIQuH.jpg,"[16, 35]",88045,['JP'],ja,ダンベル何キロ持てる?,"Hibiki Sakura is your average high school girl, with a voracious appetite. Noticing her clothes tightening in lieu of her slowly expanding waistline she decides to look into enrolling in the nearby gym. There she runs into a girl from her grade named Souryuuin Akemi.

Akemi, who has a muscle fetish tries to get Hibiki to enroll in the gym despite its high ratio of macho men. Thankfully a beautiful trainer, Machio, appears and unknowingly convinces her to enroll and start her quest to a great body.",25.032,/2P9UCxm8KYowc3phznLLhh40whJ.jpg,2019-07-03,How Heavy Are the Dumbbells You Lift?,7.82,244
922,False,/asVatKAwDD1N5cx3v3GZkzdeVh0.jpg,"[35, 18]",48462,['KR'],ko,상속자들,"After a chance encounter in LA, two teens from different social backgrounds reunite at an exclusive high school attended by Korea's über rich.",57.364,/n4RX9QVXjHbMB31TDWqqRLjshgu.jpg,2013-10-09,The Heirs,7.8,562
923,False,/9Ja0VieZlC7dgzPay0rvvzcbnHg.jpg,"[16, 35, 10751, 10762, 9648]",68073,"['US', 'GB']",en,The Loud House,"Welcome to the Loud House, where life can get pretty crazy. One boy, TEN girls?! Lincoln Loud wouldn’t change it for the world!",487.874,/2UJ9Txlll3umlRoNnfBzAeCHIhR.jpg,2016-05-02,The Loud House,7.817,487
924,False,/Ast1yAVp6shrWeC6KCtayWgZGcM.jpg,"[10759, 18, 10765]",7225,['GB'],en,Merlin,"The unlikely friendship between Merlin, a young man gifted with extraordinary magical powers, and Prince Arthur, heir to the crown of Camelot.",195.793,/8eR5Jg7CxsuCOEBU5wW0opObxpi.jpg,2008-09-20,Merlin,7.817,879
925,False,/cBmVnbc9KKhsdHCDJU2pibU5Pjs.jpg,"[18, 10765]",56296,"['US', 'CA']",en,Orphan Black,A streetwise hustler is pulled into a compelling conspiracy after witnessing the suicide of a girl who looks just like her.,159.839,/tjFYkWMafg71sihs1aa7IDx17aS.jpg,2013-03-30,Orphan Black,7.816,1174
926,False,/cKsmzu5YpayNxc6Gs9KD8wyJV8M.jpg,"[18, 10749]",2942,['US'],en,The Tudors,"The Tudors is a history-based drama series following the young, vibrant King Henry VIII, a competitive and lustful monarch who navigates the intrigues of the English court and the human heart with equal vigor and justifiable suspicion.",147.857,/mI7On9rF5etxT0g9zxND7OFpYQm.jpg,2007-04-01,The Tudors,7.819,649
927,False,/waQxGw44tKEsKcLOkAWJsxyz7Bf.jpg,"[18, 10751, 10765]",2260,['AU'],en,H2O: Just Add Water,H2O: Just Add Water revolves around three teenage girls facing everyday teen problems with an added twist: they cope with the burden of growing a giant fin and transforming into mermaids whenever they come in contact with water.,112.064,/3VslPNpGMAF8Hklxs8RZI6cLa6F.jpg,2006-07-07,H2O: Just Add Water,7.815,548
928,False,/7YFranrnnIcCrgsLYQsoq8aE3Ir.jpg,"[10765, 18, 10759]",1855,['US'],en,Star Trek: Voyager,"Pulled to the far side of the galaxy, where the Federation is 75 years away at maximum warp speed, a Starfleet ship must cooperate with Maquis rebels to find a way home.",515.092,/gNS5tRSG3UlXodCxznKKOKweqxh.jpg,1995-01-16,Star Trek: Voyager,7.815,839
929,False,/ArED6kTw15Ka5GCvvfXFKanvqsR.jpg,"[16, 10765, 9648, 10759]",2022,['US'],en,The Batman,"A young billionaire Bruce Wayne fights crime and evil as the mysterious vigilante, The Batman.",273.042,/3w7koeOR2x71XYMJDGpygxYtScI.jpg,2004-09-11,The Batman,7.814,405
930,False,/jbrjuXKTcEnrkE2sIQfP2F0p21D.jpg,"[9648, 18, 10765]",89572,['US'],en,Nancy Drew,"Nancy Drew makes plans to leave her hometown for college, but finds herself drawn into a supernatural murder mystery instead.",112.308,/cBXeSqUE4reXkGvs3lUls8M9J72.jpg,2019-10-09,Nancy Drew,7.813,260
931,False,/tco0lyOHy3bjy2hyishbuCk0Yvg.jpg,"[10751, 35, 16]",72350,['US'],en,DuckTales,"The adventures of billionaire Scrooge McDuck and his nephews Huey, Dewey and Louie, their famous uncle Donald Duck, pilot extraordinaire Launchpad, Mrs. Beakly, Webby and Roboduck. Adventures and hidden treasures are everywhere, in their hometown Duckburg and all around the world.",257.808,/3klapeIKLp9IBy4uHo7szTeMTdQ.jpg,2017-08-12,DuckTales,7.813,251
932,False,/p9F1T7FQwbS9Jppv0QpmI8a575d.jpg,"[35, 18, 16]",25707,['JP'],ja,キャプテン翼,"Tsubasa Ozora loves playing football since he was a little child. After moving to the japanese town of Nankatsu together with his mother, the 11-year-old boy quickly finds friends and joins the local football team of his elementary school. Together with his newly made friends and Brazilian mentor Roberto, Tsubasa starts his exciting journey to chase after his most desired dream - one day winning the FIFA World Cup.",108.842,/ttCqdE4RtUQ0b1LElhQlDYDnuu2.jpg,1983-10-13,Captain Tsubasa,7.813,752
933,False,/d0nAuGAH5EIQDLTs7dJcQOubpha.jpg,"[10751, 35]",4345,['US'],en,Saved by the Bell,"Lovable schemer Zack Morris leads his pals on adventures at California's Bayside High School. The friends navigate relationships, final exams, school dances, breakups and more while frequently frustrating their principal, Mr. Richard Belding, who does his best to keep them in check.",107.715,/9YC576fs6XQR2pfPDJn4kcmG8T5.jpg,1989-08-20,Saved by the Bell,7.8,601
934,False,/yOkNYWCOWLh3HFtUlo3QT1g5pHG.jpg,"[10759, 16, 35, 10765]",37305,['JP'],ja,ソウルイーター,"At the Death Weapon Meister Academy, three teams must collect the souls of 99 evil humans and one witch.",158.954,/hI5AhxFTSFabTG7Fvhczyb5ZIh8.jpg,2008-04-07,Soul Eater,7.807,257
